Numer RSPO;REGON;NIP;Typ;Nazwa;Kod terytorialny województwo;Kod terytorialny powiat;Kod terytorialny gmina;Kod terytorialny miejscowość;Kod terytorialny ulica;Województwo;Powiat;Gmina;Miejscowość;Rodzaj miejscowości;Ulica;Numer budynku;Numer lokalu;Kod pocztowy;Poczta;Telefon;Faks;E-mail;Strona www;Publiczność status;Kategoria uczniów;Specyfika placówki;Imię i nazwisko dyrektora;Data założenia;Data rozpoczęcia działalności;Data likwidacji;Typ organu prowadzącego;Nazwa organu prowadzącego;REGON organu prowadzącego;NIP organu prowadzącego;Województwo organu prowadzącego;Powiat organu prowadzącego;Gmina organu prowadzącego;Miejsce w strukturze;RSPO podmiotu nadrzędnego;Typ podmiotu nadrzędnego;Nazwa podmiotu nadrzędnego;Liczba uczniów;Tereny sportowe;Języki nauczane;Czy zatrudnia logopedę;Czy zatrudnia psychologa;Czy zatrudnia pedagoga;Oddziały podstawowe wg specyfiki;Oddziały dodatkowe;Zawód;Zawód artystyczny;Zawód w KPSS;Dziedzina BCU
"124202";"=""243647590""";"=""5732864955""";"Szkoła policealna";"SZKOŁA POLICEALNA COSINUS PLUS W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""12740""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Adama Mickiewicza";"=""3""";"=""""";"=""40-092""";"Katowice";"=""323520395""";"=""""";"katowice@cosinus.pl";"";"niepubliczna";"Bez kategorii";"brak specyfiki";"KATARZYNA BORUCIŃSKA";"2014.08.29";"2015.02.01";"";"Fundacje";"FUNDACJA IMPARE";"=""364440582""";"=""5732864955""";"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"samodzielna";"";"";"";"1982";"";"angielski";"Nie";"Nie";"Nie";"ogólnodostępny";"";"Technik bezpieczeństwa i higieny pracy, Asystentka stomatologiczna, Higienistka stomatologiczna, Technik dentystyczny, Technik masażysta, Terapeuta zajęciowy, Technik administracji, Asystent osoby niepełnosprawnej, Opiekunka dziecięca, Technik usług kosmetycznych, Technik ochrony fizycznej osób i mienia, Florysta, Opiekun medyczny, Technik sterylizacji medycznej, Podolog";"";"";""
"481168";"=""526567001""";"=""6343013689""";"Szkoła policealna";"SZKOŁA POLICEALNA ENTER W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""38239""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Henryka Mikołaja Góreckiego";"=""11""";"=""""";"=""40-206""";"Katowice";"=""690493489""";"=""""";"ck-enter@o2.pl";"";"niepubliczna";"Bez kategorii";"brak specyfiki";" ";"2023.09.28";"2025.09.01";"";"Spółki Handlowe";"CENTRUM KSZTAŁCENIA ENTER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W LIKWIDACJI";"=""522910590""";"=""6343013689""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"Technik bezpieczeństwa i higieny pracy";"";"";""
"111017";"=""243202209""";"=""5223296879""";"Szkoła policealna";"SZKOŁA POLICEALNA GOWORK.PL W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""11937""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. 3 Maja";"=""13""";"=""""";"=""40-096""";"Katowice";"=""730102323""";"=""""";"szkola.katowice@gowork.pl";"";"niepubliczna";"Bez kategorii";"brak specyfiki";"AGNIESZKA KOSIERADZKA";"2013.03.06";"2013.09.01";"";"Spółki Handlowe";"SZKOŁA GOWORK.PL KATOWICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""528497196""";"=""5223296879""";"MAZOWIECKIE";"Warszawa";"Włochy";"samodzielna";"";"";"";"107";"";"";"Nie";"Nie";"Nie";"ogólnodostępny";"";"Technik bezpieczeństwa i higieny pracy, Asystentka stomatologiczna, Higienistka stomatologiczna, Technik masażysta, Technik administracji, Technik usług kosmetycznych, Florysta, Opiekun medyczny";"";"";""
"126939";"=""360959376""";"=""7292597869""";"Szkoła policealna";"SZKOŁA POLICEALNA MEDYCZNA ŻAK W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""15095""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Opolska";"=""17-19""";"=""""";"=""40-084""";"Katowice";"=""327818423""";"=""""";"katowice@zak.edu.pl";"https://katowice.zak.edu.pl/";"niepubliczna";"Bez kategorii";"brak specyfiki";"AGATA MIŚKOWIEC-WOLAK";"2015.03.02";"2016.02.20";"";"Spółki Handlowe";"CENTRUM NAUKI I BIZNESU ""ŻAK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""100190115""";"=""7292597869""";"ŁÓDZKIE";"Łódź";"Łódź-Górna";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"ogólnodostępny";"";"Technik masażysta";"";"";""
"30053";"=""272110195""";"=""""";"Szkoła policealna";"SZKOŁA POLICEALNA NR 10 DLA DOROSŁYCH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""01747""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"al. Bolesława Krzywoustego";"=""13""";"=""""";"=""40-870""";"Katowice";"=""0322543048""";"=""""";"sekretariat@mielczarski.katowice.pl";"";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2005.07.25";"2005.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11838";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ ZAWODOWYCH IM.R.MIELCZARSKIEGO";"0";"";"";"Nie";"Tak";"Tak";"";"";"";"";"";""
"10637";"=""240459095""";"=""6342291512""";"Szkoła policealna";"SZKOŁA POLICEALNA NR 11 SPECJALNA W ZESPOLE SZKOLNO-PRZEDSZKOLNYM DLA DZIECI NIESŁYSZĄCYCH I SŁABO S";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""06085""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Michała Grażyńskiego";"=""6""";"=""""";"=""40-126""";"Katowice";"=""322584359""";"=""322584359""";"biuro.nieslyszacy.katowice@gmail.com";"";"publiczna";"Bez kategorii";"specjalna";" ";"2006.09.01";"2006.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"8787";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY DLA DZIECI NIESŁYSZĄCYCH I SŁABO SŁYSZĄCYCH";"0";"";"";"Nie";"Tak";"Nie";"";"";"";"";"";""
"25287";"=""272109973""";"=""""";"Szkoła policealna";"SZKOŁA POLICEALNA NR 2";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""00432""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Armii Krajowej";"=""84""";"=""""";"=""40-671""";"Katowice";"=""0322028463""";"=""""";"sekretariat@zspm.pl";"";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2007.08.30";"2007.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"12562";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ POLIGRAFICZNO-MECHANICZNYCH IM.ARMII KRAJOWEJ";"0";"";"";"Nie";"Tak";"Tak";"";"";"Technik optyk";"";"";""
"30013";"=""272110226""";"=""""";"Szkoła policealna";"SZKOŁA POLICEALNA NR 3";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""01747""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"al. Bolesława Krzywoustego";"=""13""";"=""""";"=""40-870""";"Katowice";"=""0322543048""";"=""""";"sekretariat@mielczarski.katowice.pl";"";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2005.07.25";"2005.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11838";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ ZAWODOWYCH IM.R.MIELCZARSKIEGO";"0";"";"";"Nie";"Tak";"Tak";"";"";"";"";"";""
"28769";"=""272110462""";"=""""";"Szkoła policealna";"SZKOŁA POLICEALNA NR 5";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""06530""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Harcerzy Września 1939";"=""2""";"=""""";"=""40-659""";"Katowice";"=""0322028255""";"=""""";"";"";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2007.08.30";"2007.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11911";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ TECHNICZNYCH I OGÓLNOKSZTAŁCĄCYCH NR 3 IM.EDWARDA ABRAMOWSKIEGO";"0";"";"";"Nie";"Nie";"Tak";"";"";"";"";"";""
"28587";"=""272106957""";"=""""";"Szkoła policealna";"SZKOŁA POLICEALNA NR 6";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""12898""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Mikołowska";"=""131""";"=""""";"=""40-592""";"Katowice";"=""0326096020""";"=""0326096038""";"sekretariat@zstio2.katowice.pl";"www.zstio2.katowice.pl";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2005.07.25";"2005.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11849";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ TECHNICZNYCH I OGÓLNOKSZTAŁCĄCYCH NR 2";"8";"";"angielski";"Nie";"Tak";"Tak";"specjalny";"";"Technik administracji ";"";"";""
"23614";"=""272110433""";"=""""";"Szkoła policealna";"SZKOŁA POLICEALNA NR 7";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""18263""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Raciborska";"=""3""";"=""""";"=""40-074""";"Katowice";"=""0322516801""";"=""""";"szkola@zse-korfanty.katowice.pl";"";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2005.07.25";"2005.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"12414";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ EKONOMICZNYCH IM. WOJCIECHA KORFANTEGO";"0";"";"";"Nie";"Tak";"Tak";"";"";"Technik administracji ";"";"";""
"55777";"=""272106680""";"=""""";"Szkoła policealna";"SZKOŁA POLICEALNA NR 8";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""20494""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Sokolska";"=""26""";"=""""";"=""40-086""";"Katowice";"=""0323511900""";"=""""";"sltzn@sltzn.edu.pl";"";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2005.07.25";"2005.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"13198";"Zespół szkół i placówek oświatowych";"ŚLĄSKIE TECHNICZNE ZAKŁADY NAUKOWE";"0";"";"";"Nie";"Tak";"Tak";"";"";"Technik bezpieczeństwa i higieny pracy";"";"";""
"22124";"=""272109654""";"=""""";"Szkoła policealna";"SZKOŁA POLICEALNA NR 9";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""22728""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Techników";"=""11""";"=""""";"=""40-326""";"Katowice";"=""322566372""";"=""""";"sekretariat@kcez.pl";"";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2002.05.27";"2002.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"478411";"Zespół szkół i placówek oświatowych";"KATOWICKIE CENTRUM EDUKACJI ZAWODOWEJ IM. POWSTAŃCÓW ŚLĄSKICH-CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO W KATOWICACH";"0";"";"";"Nie";"Nie";"Tak";"";"";"Technik realizacji nagłośnień";"";"";""
"126938";"=""360959353""";"=""7292597869""";"Szkoła policealna";"SZKOŁA POLICEALNA OPIEKI MEDYCZNEJ ŻAK W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""15095""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Opolska";"=""17-19""";"=""""";"=""40-084""";"Katowice";"=""327818423""";"=""""";"katowice@zak.edu.pl";"https://katowice.zak.edu.pl/";"niepubliczna";"Bez kategorii";"brak specyfiki";"AGATA MIŚKOWIEC-WOLAK";"2015.03.02";"2015.09.01";"";"Spółki Handlowe";"CENTRUM NAUKI I BIZNESU ""ŻAK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""100190115""";"=""7292597869""";"ŁÓDZKIE";"Łódź";"Łódź-Górna";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"ogólnodostępny";"";"Terapeuta zajęciowy, Opiekun medyczny, Technik sterylizacji medycznej";"";"";""
"119856";"=""243364030""";"=""6341980617""";"Szkoła policealna";"SZKOŁA POLICEALNA SUKCES W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""12740""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Adama Mickiewicza";"=""22""";"=""1""";"=""40-092""";"Katowice";"=""660725100""";"=""""";"szkola@sukcesedukacja.pl";"www.sukcesedukacja.pl";"niepubliczna";"Bez kategorii";"brak specyfiki";"GRAŻYNA COPIK";"2013.08.19";"2013.09.01";"";"Spółki Handlowe";"CENTRUM EDUKACJI SUKCES KATOWICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""386424086""";"=""6342974754""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"17";"";"angielski";"Nie";"Nie";"Nie";"ogólnodostępny";"";"Technik bezpieczeństwa i higieny pracy, Technik optyk, Technik administracji, Asystent osoby niepełnosprawnej, Opiekunka środowiskowa, Opiekun w domu pomocy społecznej, Technik archiwista, Technik usług kosmetycznych, Technik ochrony fizycznej osób i mienia, Florysta, Technik usług pocztowych i finansowych, Opiekun osoby starszej, Asystent kierownika produkcji filmowej i telewizyjnej, Podolog";"";"";""
"119117";"=""243349148""";"=""""";"Szkoła policealna";"SZKOŁA POLICEALNA W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""24147""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Wiertnicza";"=""3""";"=""""";"=""40-304""";"Katowice";"=""322566261""";"=""322566100""";"info@medyk.katowice.pl";"www.medyk.katowice.pl";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2013.08.31";"2013.09.02";"";"Samorząd województwa";"WOJEWÓDZTWO ŚLĄSKIE";"=""276254650""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"115520";"Placówka Kształcenia Ustawicznego ze szkołami";"CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO WOJEWÓDZTWA ŚLĄSKIEGO W KATOWICACH";"0";"";"";"Nie";"Nie";"Nie";"";"";"Asystentka stomatologiczna, Technik masażysta, Opiekun medyczny, Technik sterylizacji medycznej";"";"";""
"482007";"=""529031519""";"=""9542396559""";"Szkoła policealna";"SZKOŁA POLICEALNA WSZOP";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""22300""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. ks. Franciszka Ścigały";"=""9""";"=""""";"=""40-208""";"Katowice";"=""323559790""";"=""""";"kancelaria@wszop.edu.pl";"";"niepubliczna";"Bez kategorii";"brak specyfiki";"ANNA SIKORSKA";"2024.07.01";"2024.09.01";"";"Uczelnia Niepubliczna";"WYŻSZA SZKOŁA ZARZĄDZANIA OCHRONĄ PRACY W KATOWICACH";"=""277705496""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"Technik bezpieczeństwa i higieny pracy, Technik administracji, Technik ochrony fizycznej osób i mienia, Asystent kierownika produkcji filmowej i telewizyjnej";"";"";""
"16188";"=""278289195""";"=""""";"Szkoła specjalna przysposabiająca do pracy";"SZKOŁA SPECJALNA PRZYSPOSABIAJĄCA DO PRACY";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""18819""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Rolna";"=""22""";"=""""";"=""40-555""";"Katowice";"=""0322542419""";"=""""";"sekretariat@zszs6katowice.pl";"";"publiczna";"Dzieci lub młodzież";"specjalna";" ";"2005.07.25";"2005.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11419";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ ZAWODOWYCH SPECJALNYCH NR 6";"51";"";"";"Nie";"Tak";"Tak";"specjalny przysposabiający do pracy";"";"";"";"";""
"130495";"=""364093092""";"=""5492096875""";"Placówka Kształcenia Ustawicznego - bez szkół";"SZKOŁA ZEN REIKI W POLSCE";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""11926""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. 1 Maja";"=""46""";"=""12""";"=""40-287""";"Katowice";"=""323074757""";"=""123789534""";"sekretariat@zenreiki.edu.pl";"www.zenreiki.szkola.pl";"niepubliczna";"Bez kategorii";"brak specyfiki";"PIOTR GÓRSKI";"2016.03.31";"2016.04.11";"";"Osoba fizyczna";"GÓRSKI PIOTR DACJUSZ";"=""""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"58801";"=""243079772""";"=""""";"Szkolne schronisko młodzieżowe";"SZKOLNE SCHRONISKO MŁODZIEŻOWE ""ŚLĄZACZEK""";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""20494""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Sokolska";"=""26""";"=""""";"=""40-086""";"Katowice";"=""0323511956""";"=""""";"sss@sltzn.katowice.pl";"";"publiczna";"Bez kategorii";"brak specyfiki";" ";"1998.01.15";"1998.01.15";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"13198";"Zespół szkół i placówek oświatowych";"ŚLĄSKIE TECHNICZNE ZAKŁADY NAUKOWE";"0";"";"";"Nie";"Tak";"Tak";"";"";"";"";"";""
"5594";"=""243024340""";"=""7781456499""";"Placówka Kształcenia Ustawicznego - bez szkół";"TEB EDUKACJA STUDIUM KSZTAŁCENIA PRAKTYCZNEGO";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""18095""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. gen. Kazimierza Pułaskiego";"=""25""";"=""""";"=""40-276""";"Katowice";"=""323520777""";"=""""";"katowice@teb-edukacja.pl";"www.teb.pl";"niepubliczna";"Bez kategorii";"brak specyfiki";"KATARZYNA TRZEWICZEK";"2006.06.19";"2006.09.01";"";"Spółki Handlowe";"TEB EDUKACJA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""300879141""";"=""7781456499""";"WIELKOPOLSKIE";"Poznań";"Poznań-Grunwald";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"278535";"=""389961123""";"=""5732864955""";"Technikum";"TECHNIKUM DLA MŁODZIEŻY COSINUS W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""12740""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Adama Mickiewicza";"=""3""";"=""""";"=""40-092""";"Katowice";"=""323520395""";"=""""";"technikum.katowice@cosinus.pl";"www.cosinus.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"ADRIAN KOŁACZ";"2021.09.16";"2022.09.01";"";"Fundacje";"FUNDACJA IMPARE";"=""364440582""";"=""5732864955""";"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"samodzielna";"";"";"";"536";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, wielozawodowy";"";"Technik informatyk, Technik architektury krajobrazu, Technik weterynarii, Technik ekonomista, Technik hotelarstwa, Technik spedytor, Technik usług fryzjerskich, Technik pojazdów samochodowych, Technik żywienia i usług gastronomicznych, Technik fotografii i multimediów, Technik organizacji turystyki, Technik reklamy, Technik programista";"";"";""
"25379";"=""243063423""";"=""6340135558""";"Technikum";"TECHNIKUM LOTNICZE ZAKŁADU DOSKONALENIA ZAWODOWEGO W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""09848""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Zygmunta Krasińskiego";"=""2""";"=""""";"=""40-092""";"Katowice";"=""323530123""";"=""""";"s-lot@zdz.katowice.pl";"http://www.technikum.lotnicze.zdz.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"ANNA PRZYBYŁ";"2008.04.21";"2008.09.01";"";"Stowarzyszenia";"ZAKŁAD DOSKONALENIA ZAWODOWEGO W KATOWICACH";"=""000512533""";"=""6340135558""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"274";"inne urządzenia sportowe";"angielski, hiszpański, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny, wielozawodowy, dwujęzyczny w szkole podstawowej, liceum i technikum";"";"Technik mechatronik, Technik informatyk, Technik awionik, Technik eksploatacji portów i terminali, Technik lotniskowych służb operacyjnych, Technik robotyk";"";"";""
"16191";"=""272107023""";"=""""";"Technikum";"TECHNIKUM NR 1";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""22728""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Techników";"=""11""";"=""""";"=""40-326""";"Katowice";"=""322566372""";"=""""";"sekretariat@kcez.pl";"kcez.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2002.05.27";"2002.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"478411";"Zespół szkół i placówek oświatowych";"KATOWICKIE CENTRUM EDUKACJI ZAWODOWEJ IM. POWSTAŃCÓW ŚLĄSKICH-CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO W KATOWICACH";"428";"";"angielski, niemiecki";"Nie";"Nie";"Tak";"ogólnodostępny, wielozawodowy";"";"Technik budownictwa, Technik geodeta, Technik architektury krajobrazu, Technik przemysłu mody, Technik robót wykończeniowych w budownictwie, Technik realizacji nagłośnień, Technik realizacji nagrań, Technik stylista, Technik aranżacji wnętrz";"";"";""
"28254";"=""272111705""";"=""""";"Technikum";"TECHNIKUM NR 10";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""00963""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. ks. bp. Herberta Bednorza";"=""15""";"=""""";"=""40-364""";"Katowice";"=""322569469""";"=""322569469""";"sekretariat@zsps.szkola.pl";"www.zsps.org.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2002.05.27";"2002.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11799";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ PRZEMYSŁU SPOŻYWCZEGO IM.JÓZEFA RYMERA I WOJEWODY ŚLĄSKIEGO";"168";"";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny, wielozawodowy";"";"Technik technologii żywności, Technik weterynarii";"";"";""
"28720";"=""278072633""";"=""""";"Technikum";"TECHNIKUM NR 12";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""06530""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Harcerzy Września 1939";"=""2""";"=""""";"=""40-659""";"Katowice";"=""0322028255""";"=""""";"technikum12@abramowski.edu.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2002.05.27";"2002.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11911";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ TECHNICZNYCH I OGÓLNOKSZTAŁCĄCYCH NR 3 IM.EDWARDA ABRAMOWSKIEGO";"273";"";"angielski, niemiecki";"Nie";"Nie";"Tak";"ogólnodostępny";"Kursy kwalifikacyjne";"Technik elektronik, Technik szerokopasmowej komunikacji elektronicznej, Technik fotografii i multimediów";"";"";""
"29510";"=""272110114""";"=""""";"Technikum";"TECHNIKUM NR 13";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""01747""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"al. Bolesława Krzywoustego";"=""13""";"=""""";"=""40-870""";"Katowice";"=""0322543048""";"=""""";"sekretariat@mielczarski.katowice.pl";"mielczarski.katowice.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2002.05.27";"2002.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11838";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ ZAWODOWYCH IM.R.MIELCZARSKIEGO";"341";"";"angielski, niemiecki, rosyjski, włoski";"Nie";"Tak";"Tak";"ogólnodostępny, wielozawodowy";"";"Technik handlowiec, Technik logistyk, Technik reklamy";"";"";""
